mu0,mu1,mu2,mu3,mu4,mu5,mu6,mu7,mu8,mu9,mu10,mu11,mu12,sigma0,sigma1,sigma2,sigma3,sigma4,sigma5,sigma6,sigma7,sigma8,sigma9,sigma10,sigma11,sigma12,weights0,weights1,weights2,weights3,weights4,weights5,weights6,weights7,weights8,weights9,weights10,weights11,weights12
71.57180625186541,5.538858577042769,43.64997048222566,95.8763762858284,23.68506917016386,80.90292384479069,55.71365888316814,15.202814553160968,88.89151295611076,31.173343282784458,62.63102798447113,49.606561609239954,37.45909482992376,14.173984503538872,10.585609177872838,5.441512091614589,14.472837589565858,9.143882581937332,11.224521766557341,6.60793577288854,12.256742467123557,10.51698923773333,6.999690961502209,9.260474502195809,5.518550026376744,5.719856721761019,0.08763073804770485,0.05950569540662602,0.08525981487351078,0.036782091744194244,0.0735010710062576,0.07752986421162884,0.09801271960736578,0.07020431329839182,0.06946432973235124,0.07466643045501746,0.10092273644123001,0.09572492670162895,0.07079526847409243
16.27255379456921,71.99945182826784,47.38105626489913,88.44289319933543,25.62481810021174,34.35788770501678,58.12354947937717,6.131416006120501,81.09500733243581,95.16535194815695,63.94618076469726,52.80945549904401,41.592621393050855,15.169083789272062,11.209379882424905,4.924927614140965,9.90709690407307,12.933369317513254,9.787123534198386,4.689244683090054,11.762176798987806,11.562962298647026,16.089306686543463,6.858668910726478,4.669052289204703,6.566035253188908,0.07613226204538552,0.0791529905493845,0.07735004267128058,0.06480922894480735,0.09039902329242223,0.09756049395014625,0.0767769161292265,0.06103206158526079,0.07916497292614641,0.042244420061544545,0.08476229102377823,0.08555031389433868,0.08506498292627834
59.55589695955972,22.117413847203704,75.67804840272277,44.923765821071505,13.669074739093325,96.94739372341773,30.468780178616147,83.72802494429605,52.28027196289421,5.040236729006202,66.92361006084549,90.78938649089665,37.81395504203978,7.7246330754522345,10.702602893205631,10.010873661531926,8.89415880003674,10.42799310222358,13.833443673814704,9.717172538708335,8.256969685048771,8.128163481765194,7.677113870954082,8.156289969224858,7.675309807414197,8.117032293467672,0.10670782426309036,0.0762570291639081,0.07908622938723425,0.10642376305159247,0.06177416242697148,0.028359394460063272,0.08866633026926524,0.07028811081528415,0.11395906777119896,0.04490434120416608,0.08162491587179678,0.05514572585696766,0.08680310545846127
46.869368454284064,76.86294893374021,14.498426353145863,31.09316083635414,91.62714311537151,60.56740319205091,39.20647859279801,5.816837029143258,84.87140487890844,68.38606326491863,53.764918279232056,23.163188615886952,97.88527953371869,8.45821443558528,9.716105288179547,10.824580334211158,10.027979482049867,8.267645256241744,9.162871856642825,9.448534103518398,8.975367211906457,8.926770741968587,11.373504879717022,7.311118793935642,10.951404010129307,13.562266334876849,0.11005444746103157,0.07356502490594176,0.06455467974870376,0.09099886186850056,0.05254939336127695,0.10936789717381229,0.09640227143000701,0.049772018730730214,0.07167064860499656,0.08263369551218909,0.09663150146929668,0.07863446277353121,0.023165096959982385
60.46889695645826,37.83575650919697,97.57411119794963,13.765416457411964,84.4872517402634,53.23222868234626,29.880939888281087,76.5435276557072,5.612770900714485,21.752426724486487,45.59096905275494,91.1443877607278,68.04412969711863,8.456926548898666,9.125709261786264,9.459260892802746,9.310180835852224,8.288390547490048,8.465220816330492,9.907916675393727,8.96567494278182,8.05319114328646,9.364116540182797,9.810102753769726,7.802731653369775,9.289698610879414,0.10900304594086163,0.0935701471982349,0.028515146745416012,0.05513405858021633,0.07178405751488529,0.11814143161219932,0.08682921986102962,0.07545826856359429,0.050491452543509396,0.06815885756312626,0.11019707290362953,0.0570193435797065,0.07569789739359095
57.120172937210334,7.8207305305483,87.88871443235337,29.07526707187064,44.990964867841086,73.73061044098671,19.059842830798715,95.21817989844654,37.73705907258173,80.64444990513404,62.35931995938122,51.539592439241716,67.54415226738135,4.41340107629035,15.996891816218351,10.13674551494342,13.830224452048212,7.443975582462743,6.278298392283923,16.881772926202107,15.836177080016407,9.852066643604111,7.531567662023402,3.6793007390222185,5.538125953077941,4.687512897216374,0.08352925285905896,0.06733888126119833,0.06938620108267105,0.10271241919646742,0.09966594716137027,0.05772314894651723,0.08561498256388937,0.05601965636901008,0.09250758824166629,0.06363043793348169,0.0706318889498832,0.09316539304672357,0.05807420238806247
19.830645153007303,67.30031470820784,38.987854987554485,88.18552615136439,53.88423799555528,8.331476959014752,82.36401721411576,60.45057995429262,46.881446062435316,30.176117762608587,75.4638457427001,98.58441288048319,93.15126119102038,17.929234040760335,9.07268618437703,11.722555792214969,5.235703959110031,7.649115582071679,17.16747825829834,6.668247170932592,7.077388880322062,9.040461331923199,14.074018133335858,8.689804570014113,9.803322920532665,5.190104417959165,0.09139991897032614,0.08021382605518312,0.10601187213582773,0.052088461226441965,0.10798842453628936,0.0712597925838705,0.05881383288449582,0.09730432809569946,0.10571605091706836,0.10065839788837293,0.06767064837646153,0.02357322172696195,0.03730122460300128
71.08147835736666,13.639169488960501,49.0568461434973,95.29934036440314,28.565352484512204,63.27320501944516,56.12190189619493,35.78246279722782,87.89812044108551,21.060674943531907,5.954501044812728,42.59350112328326,79.58722251823288,10.427772544535573,8.28592426007636,7.719916727310047,18.51254811703786,8.389043030062508,9.469022426566124,7.752581494905259,7.8595335811838245,11.08562439511002,8.448489030471134,6.666303528382386,6.936838732454713,10.365462827105537,0.07172884404553516,0.05259577225170199,0.10163452672411817,0.06289129720209648,0.07559280925732274,0.10809222453234536,0.10472690699548695,0.0830444490477465,0.06686911788956555,0.06619149671840789,0.043922533650429973,0.08508861346217653,0.07762140822306669
49.008879192346065,90.88642616700315,16.586876073680095,67.29985677772937,34.58092470917471,60.92624563904975,83.83695327111437,75.50124640598193,25.857248727035362,6.9870133286873255,55.212755571124035,97.6873468916821,42.14520758898566,6.131340336826944,8.959032393985202,11.803797699934048,7.644927067573036,10.196103201266144,5.477035744168641,9.133571876723451,10.397549924887509,11.2445356406984,10.098400126063732,5.282709524777311,13.36641486907289,7.454276664861645,0.09633263623756705,0.05989885238345231,0.06712801806340048,0.07970595947769966,0.09549138297971235,0.08645437041251847,0.0724701850502079,0.07587460020936701,0.08543386474172199,0.05328407043662053,0.09481192845043183,0.03606409616883913,0.0970500353884612
16.869852077473013,82.53887812330562,57.61189551802941,37.735371295478636,65.19658624051128,96.64858534584883,24.87520680690232,50.65462517953915,7.430682702316348,74.27883888769935,31.964653519537766,43.6901580178853,89.93468485806218,12.427217755596333,9.78114764405232,8.513167344174846,5.193704245078803,10.24349191467297,16.025879926752264,9.516250229331122,7.506233156954915,10.660956389870632,11.057718482304734,7.134320253999776,6.266803898058704,9.286042111190294,0.06865397261693415,0.07032933147256125,0.11473466984377316,0.06808068855034372,0.10574517511745402,0.046901622459353656,0.07031125865779059,0.10407441937393166,0.05275715868558933,0.07903802978128721,0.06872618079700112,0.08805748745887707,0.06259000518510327
29.128625854306726,64.17266222466597,42.95021310132896,90.19314147071584,14.728806670139846,73.36791690612044,56.82145526926944,6.7652155316410365,82.3003977981857,97.38677986895438,36.08802477522588,49.63386611287947,22.119214304663217,6.992190196737655,10.570805030988694,6.999536278241487,9.716601780800534,7.645781659604968,12.016949096939456,8.640928454533608,7.47754710444144,10.565620911607501,15.190718969542303,7.60272980276636,7.4591437243146395,6.960862196735037,0.0719396460678264,0.10773255560036872,0.08968516531320898,0.0704754621477225,0.05036380129419862,0.08565077946458703,0.11538028873710644,0.045339265932149056,0.07468464180591765,0.04410981613685923,0.08141226587147635,0.10189525496126978,0.06133105666730923
18.525084178966928,69.26383750594343,36.679649371442345,77.17278268541081,91.40493313398272,50.76408729267876,8.287696511580338,28.16156932028211,56.85685619027189,44.02748148334267,62.66940682880276,97.87454478133037,84.4400464182999,15.653402294381953,8.520185241420902,10.319839628439825,9.046836760110311,7.762863574382229,6.335885935776847,12.803912020497172,13.892723505942135,5.613189198785798,7.825271805995544,5.858959540489669,14.165723915413908,7.670815127477681,0.07718689729452248,0.08082132642261275,0.09224352933855125,0.0725958808005848,0.05918435008801396,0.09439136666653207,0.056947890995210755,0.09214596223061465,0.09065854031953725,0.09474699391026593,0.08734410821243524,0.03984899554306588,0.061884158178052845
43.16842195846557,88.47056901008364,19.989374266321438,64.5295114497623,80.00307993612027,29.362833276348372,8.879138594385905,71.50679542342569,53.39558764206071,96.19861705712887,36.792596326651235,58.70767127658286,48.45789180533662,5.760018161815175,13.65434104040697,16.436362362274046,6.596654254135983,10.501413077754513,10.538273688948397,13.992026930555143,8.931399470287037,4.050849507814557,19.032153160672426,7.55552231924266,4.881267553948687,4.11059704520545,0.0763746672984529,0.0766395749007628,0.08675217919340107,0.08549550696042617,0.08113665150824904,0.08563699357900921,0.05995582619445513,0.07407574165639656,0.07502981003593716,0.05992060011130545,0.0842703601240148,0.08233932811308174,0.072372760324508
51.611865758974226,22.364344206327658,84.3988192471775,75.23084752063382,37.14908573645784,7.3177436199253965,65.83565019547443,92.20167119192385,29.31911195420485,98.83424982563666,44.80214186652516,58.378767096868465,15.238021089159258,6.4230426735896025,7.869208232125294,10.733357071227456,14.098224760238981,8.876380743535247,7.4712715084696475,10.831981064820988,9.070700601947264,8.128055994830946,12.578236611560694,8.102733243599046,7.311251693509821,7.786207459121801,0.09437140736622016,0.057997945099542675,0.07640516123337564,0.08312914928433467,0.0972022491692553,0.047588178436425634,0.11044997082577943,0.058850050309618165,0.07331648226397132,0.03586584100549781,0.10013367394773556,0.11191031841812711,0.052779572640116464
28.52891602038915,69.17768411687679,98.73953612167416,49.81290403989874,9.46785444172381,84.52756503195475,56.32865808997858,92.1890886316594,36.39390924323443,19.64601295360028,62.86847123768873,43.485642455944934,76.66408817417269,10.696615769991954,7.614178571172486,14.22868343814962,5.84978818115878,13.698303780428931,9.401341730912018,6.150930925725248,9.031113155024999,8.651001364757503,13.088829946744418,6.499505418556713,6.335242928325842,8.206381582586316,0.08507642384683937,0.07845982398920481,0.03850439266528107,0.09294557932375615,0.06194126501616088,0.07549020267374584,0.09967794851751395,0.06558390202618106,0.082575461667196,0.0751913782011279,0.09137084736636998,0.08629937728432996,0.06688339742229298
40.75397937635256,89.99634732081962,17.97684786819714,60.98519799801997,53.93423102011082,75.0601635022399,97.25111482582037,26.652420370100145,8.376720306667893,67.65245398867789,47.28809176305994,34.087641739653165,82.26801739403075,6.666870199263526,11.046686987915573,11.372719022460293,7.041303815270447,6.95578004349423,7.772249944259734,15.982289526190737,8.716304069196008,9.468379963291383,7.522419284294246,6.368537979297641,7.482934031133065,8.753996172432602,0.0849637764022267,0.07512700347376161,0.07296902159473449,0.10685022227797651,0.10652990415716794,0.059411629525007115,0.0573812076951865,0.07153595602083075,0.05038141748911267,0.08305248628172718,0.08642780433404082,0.07862725497519828,0.06674231577302935
80.7363625965793,32.7114107615514,57.227200364271305,17.240764667004672,89.60722116941984,45.751176641164264,64.06104248001053,71.9046213531577,24.96653376254944,8.342059180302087,97.28479896372448,51.191183898172824,39.50619065155565,12.505847827581924,7.195191118922474,6.086821500327998,10.950145929171,12.809521622628855,4.957265232302409,7.935852356873051,10.069737299984068,9.708260189399345,8.694424032917645,18.859835187749947,4.681975052139476,6.005975170617595,0.08014702357250103,0.0759909384390269,0.10265593988804693,0.05786193028786034,0.08111480135528872,0.07744884985825456,0.1054501442603863,0.07825279330460704,0.0705094321974156,0.04976824693429236,0.057729459028771246,0.07991258460298416,0.08315785627056478
50.80331988810468,96.68991922873519,19.93005133916462,73.75663793729993,36.29488121454554,61.970415594402,88.56120568518676,9.734682052203373,43.8543722726493,28.682245599438005,80.75656860573241,56.70397260951362,67.27078909990142,6.866003453289479,19.00211539191413,13.25471445072021,7.241158409874277,8.946405845784065,4.173078432841194,12.279675696453888,12.818200212442486,8.661416551858784,10.597665122235702,9.427911315073448,4.866867265347614,5.496515493295643,0.09581733784813234,0.06783196940725406,0.07753705941905645,0.06058560119683805,0.08961932943737275,0.07385322332447075,0.07081043257386399,0.060146586825966415,0.09544972076739126,0.07614051601777398,0.0692556586293021,0.0881756919784005,0.0747768725741773
28.311598384505913,71.03945819003472,50.59090614859475,85.29701692746744,9.591580833197648,99.0615939516757,36.465767370379965,63.89570971725145,78.5841744054194,57.07137283981638,19.19444196865302,43.745760717481446,92.00937597157281,12.187040140814146,9.018213337831972,6.480257954705214,7.242884066831159,11.321779121956622,15.680960300886175,8.797912416434936,7.830316458777409,8.046644381537323,7.6041693064460745,12.556196502188728,7.3880031588916175,9.17656164733644,0.08594906335604564,0.07361298800713473,0.0912372960643125,0.05826832057074205,0.05815006317876857,0.045979067681890765,0.08470882705876223,0.10208871920528617,0.06514831717328655,0.10646931789539571,0.07025867627791679,0.09137845840512096,0.0667508851253373
36.85438220564485,64.91996504717449,93.20228573813061,10.119966046852701,51.95198540088398,78.80178436626385,20.08618790847134,99.62434973257773,71.61365031514312,44.847063915796284,58.34403307798143,28.68430613450975,86.40468403580866,9.580908222170684,6.828024686527583,7.481002388930653,12.459329420933482,6.711199781893929,8.379710247053712,12.54594712872813,14.706860558699637,7.9913024299353825,8.192588759376292,6.31751093418792,9.354880219050557,7.461731812628078,0.0959497830139264,0.09918518500143834,0.058549622762918974,0.06174538361250954,0.09127050023571563,0.06839077045690929,0.076404916594049,0.03715691760890939,0.0651059246016697,0.10052415409390139,0.10277469199103975,0.07699105926343475,0.06595109076357782
